0.009810	-0.032092	0.067334	5.030655	-0.999998	-0.001460	0.001194	0.000307
0.019512	-0.032092	0.067334	5.030655	-0.999998	-0.001460	0.001194	0.000307
0.029788	-0.031511	0.066511	5.030886	-0.999998	-0.001452	0.001197	0.000320
0.039503	-0.031511	0.066511	5.030886	-0.999998	-0.001452	0.001197	0.000320
0.049826	-0.031511	0.066511	5.030886	-0.999998	-0.001452	0.001197	0.000320
0.060033	-0.031511	0.066511	5.030886	-0.999998	-0.001452	0.001197	0.000320
0.069632	-0.031511	0.066511	5.030886	-0.999998	-0.001452	0.001197	0.000320
0.079549	-0.030720	0.065339	5.031090	-0.999998	-0.001534	0.001002	0.000384
0.089733	-0.030720	0.065339	5.031090	-0.999998	-0.001534	0.001002	0.000384
0.099733	-0.030720	0.065339	5.031090	-0.999998	-0.001534	0.001002	0.000384
0.109508	-0.030720	0.065339	5.031090	-0.999998	-0.001534	0.001002	0.000384
0.120060	-0.030138	0.064789	5.032202	-0.999944	-0.010592	0.000808	0.000359
0.129512	-0.030138	0.064789	5.032202	-0.999944	-0.010592	0.000808	0.000359
0.140182	-0.030138	0.064789	5.032202	-0.999944	-0.010592	0.000808	0.000359
0.149700	-0.030138	0.064789	5.032202	-0.999944	-0.010592	0.000808	0.000359
0.159898	-0.030138	0.064789	5.032202	-0.999944	-0.010592	0.000808	0.000359
0.169617	-0.030138	0.064789	5.032202	-0.999944	-0.010592	0.000808	0.000359
0.179865	-0.029612	0.064365	5.034574	-0.999720	-0.023670	0.000693	0.000343
0.189608	-0.029612	0.064365	5.034574	-0.999720	-0.023670	0.000693	0.000343
0.199869	-0.029612	0.064365	5.034574	-0.999720	-0.023670	0.000693	0.000343
0.209561	-0.029612	0.064365	5.034574	-0.999720	-0.023670	0.000693	0.000343
0.219819	-0.029612	0.064365	5.034574	-0.999720	-0.023670	0.000693	0.000343
0.229514	-0.029051	0.063178	5.038116	-0.999072	-0.043071	0.000417	0.000282
0.239798	-0.029051	0.063178	5.038116	-0.999072	-0.043071	0.000417	0.000282
0.249548	-0.029051	0.063178	5.038116	-0.999072	-0.043071	0.000417	0.000282
0.259804	-0.028438	0.060920	5.042661	-0.998273	-0.058738	0.000251	0.000229
0.270175	-0.028438	0.060920	5.042661	-0.998273	-0.058738	0.000251	0.000229
0.279737	-0.028438	0.060920	5.042661	-0.998273	-0.058738	0.000251	0.000229
0.290011	-0.028438	0.060920	5.042661	-0.998273	-0.058738	0.000251	0.000229
0.299733	-0.028438	0.060920	5.042661	-0.998273	-0.058738	0.000251	0.000229
0.310009	-0.028438	0.060920	5.042661	-0.998273	-0.058738	0.000251	0.000229
0.319536	-0.027792	0.057436	5.048148	-0.998036	-0.062642	0.000296	0.000211
0.329953	-0.027792	0.057436	5.048148	-0.998036	-0.062642	0.000296	0.000211
